Age,Experience_Years,Salary,Training_Hours,Performance_Score,Department,Promoted
40,10.0,30478.0,16.0,22.8,Engineering,0
44,16.0,52202.0,63.0,46.6,Engineering,0
50,18.5,61564.0,76.0,57.1,Engineering,0
51,13.9,47831.0,19.0,35.5,HR,0
46,13.1,38728.0,70.0,43.7,Engineering,0
58,15.5,50475.0,68.0,53.4,Sales,0
29,6.2,25000.0,68.0,26.2,Marketing,0
37,5.7,30014.0,78.0,34.1,Sales,0
29,3.7,26361.0,72.0,36.5,HR,0
22,0.0,25000.0,17.0,20.0,HR,0
26,1.7,25000.0,87.0,24.2,HR,0
24,1.5,25000.0,64.0,30.6,Marketing,0
22,0.0,25000.0,,22.1,Engineering,0
25,1.0,25000.0,10.0,20.0,HR,0
56,19.9,77238.0,65.0,61.6,Engineering,0
53,9.5,,84.0,37.1,HR,0
55,11.6,39540.0,97.0,41.4,Marketing,0
46,18.8,65832.0,19.0,51.2,Sales,0
31,6.9,28140.0,32.0,20.0,Sales,0
42,17.0,56775.0,25.0,41.5,Marketing,0
48,21.1,75091.0,25.0,50.5,Engineering,0
48,18.5,53818.0,65.0,41.6,HR,0
23,0.3,,15.0,24.0,Sales,0
34,9.2,32391.0,,26.8,Marketing,0
30,6.5,25567.0,72.0,32.4,Engineering,0
57,27.3,83575.0,10.0,50.2,Sales,0
43,12.7,56954.0,60.0,46.3,Marketing,0
47,11.0,40049.0,98.0,50.1,HR,0
33,8.9,29396.0,55.0,43.5,Marketing,0
38,11.8,,,23.8,Engineering,0
35,11.5,44104.0,47.0,37.8,Sales,0
35,5.1,25000.0,78.0,34.3,HR,1
55,14.4,51765.0,72.0,45.8,Engineering,0
41,8.1,37546.0,59.0,41.1,Marketing,0
32,7.8,34374.0,21.0,22.8,Sales,0
37,6.2,27688.0,78.0,34.8,Sales,0
52,10.2,53192.0,82.0,49.3,Engineering,0
27,4.5,29253.0,53.0,36.2,HR,0
40,5.7,25000.0,61.0,25.5,Engineering,0
58,28.8,80940.0,18.0,55.8,Sales,0
25,1.6,25000.0,74.0,36.2,Sales,0
25,2.4,25000.0,19.0,20.0,Sales,0
41,12.0,41176.0,55.0,38.8,HR,0
31,7.6,25789.0,67.0,21.5,Sales,1
45,19.7,58649.0,46.0,42.9,Sales,0
56,10.4,36960.0,61.0,38.8,Engineering,0
47,8.6,41282.0,90.0,40.6,Sales,0
58,16.2,55994.0,22.0,39.0,Marketing,0
59,26.0,84209.0,15.0,61.6,Engineering,0
42,16.7,45221.0,67.0,40.7,Sales,0
42,11.5,46361.0,57.0,46.4,Engineering,0
31,6.0,27239.0,41.0,27.4,Engineering,0
59,15.3,49227.0,20.0,39.0,Marketing,0
25,2.3,25000.0,90.0,40.9,Engineering,0
41,16.7,54074.0,14.0,40.4,Engineering,0
38,7.4,27649.0,15.0,29.1,HR,0
28,3.6,25000.0,83.0,,Sales,0
25,1.1,25000.0,30.0,20.0,HR,0
50,17.8,61012.0,51.0,57.3,Sales,1
35,7.8,27257.0,90.0,37.5,Engineering,0
24,0.8,25000.0,36.0,21.9,Sales,0
45,13.0,53484.0,12.0,39.4,Engineering,0
58,18.0,62012.0,69.0,60.7,Sales,1
37,9.2,25000.0,75.0,33.9,Engineering,0
25,2.0,25000.0,58.0,37.4,Sales,0
45,7.0,31497.0,43.0,,Sales,0
55,25.0,74873.0,46.0,61.7,Sales,0
51,21.1,71724.0,51.0,52.9,Engineering,1
39,8.8,26389.0,74.0,31.5,Sales,0
40,6.0,26311.0,69.0,31.7,Engineering,0
52,22.6,64731.0,99.0,66.4,HR,1
40,15.7,49772.0,10.0,38.4,Sales,1
40,8.0,35541.0,68.0,38.1,Marketing,0
43,10.4,38092.0,13.0,28.6,Marketing,0
45,9.4,35900.0,23.0,32.1,Engineering,0
33,7.1,27789.0,27.0,20.0,Marketing,0
51,11.4,44189.0,43.0,46.5,Engineering,0
59,19.0,68669.0,10.0,37.5,Engineering,1
52,21.5,72849.0,,68.2,Marketing,1
57,22.3,79958.0,,59.3,Marketing,0
40,9.6,36838.0,89.0,47.4,HR,0
57,19.3,57046.0,70.0,53.8,Engineering,0
51,18.5,65840.0,31.0,,Marketing,0
54,9.7,47199.0,59.0,46.0,HR,0
39,5.9,38758.0,25.0,34.9,HR,0
49,22.4,77959.0,37.0,57.7,Engineering,0
32,3.5,25000.0,95.0,40.8,Sales,0
54,23.2,75136.0,79.0,60.5,Marketing,0
38,13.6,44047.0,98.0,48.9,Marketing,0
27,2.3,25000.0,51.0,31.0,Marketing,0
25,1.6,25000.0,75.0,36.6,Marketing,0
41,12.2,49229.0,80.0,51.1,Marketing,0
48,21.6,60454.0,90.0,56.3,Marketing,0
36,12.1,36037.0,44.0,37.3,HR,0
27,3.7,25000.0,29.0,20.0,Engineering,0
35,4.6,29268.0,11.0,30.5,HR,0
32,7.0,25000.0,16.0,20.0,Marketing,0
30,4.4,28254.0,58.0,22.7,Engineering,0
47,14.6,55479.0,92.0,49.4,Marketing,0
37,4.9,25000.0,85.0,33.9,Engineering,0
26,1.7,25000.0,18.0,21.0,HR,0
31,7.0,25000.0,36.0,33.7,Engineering,0
24,1.1,25000.0,87.0,28.9,HR,0
34,5.8,28500.0,11.0,21.4,Marketing,0
51,15.4,57616.0,94.0,51.9,Engineering,0
27,4.1,25000.0,77.0,29.6,Sales,0
38,12.0,40244.0,69.0,49.0,Sales,0
40,8.3,32588.0,94.0,34.8,HR,0
56,12.6,47206.0,95.0,53.4,HR,0
47,11.3,43168.0,58.0,,HR,0
26,3.4,25000.0,11.0,20.0,HR,1
50,18.2,52129.0,26.0,42.5,Marketing,0
58,22.3,72112.0,92.0,60.7,Sales,0
41,12.5,43437.0,97.0,56.6,HR,0
42,10.4,43549.0,29.0,44.5,Engineering,0
31,7.1,25000.0,85.0,33.9,Engineering,0
26,2.5,25000.0,98.0,48.4,Marketing,0
57,13.0,52414.0,96.0,52.1,HR,1
27,1.9,25000.0,41.0,,Engineering,0
47,15.6,44326.0,60.0,48.7,HR,0
25,2.6,25000.0,97.0,33.8,Engineering,0
56,16.5,61786.0,51.0,44.5,Marketing,0
22,0.0,25000.0,72.0,23.0,Engineering,0
45,17.4,57202.0,98.0,68.0,HR,1
57,15.7,47443.0,70.0,43.0,HR,0
27,1.6,25000.0,71.0,29.9,Marketing,0
52,10.8,50032.0,12.0,30.2,Sales,0
41,14.0,41731.0,98.0,52.2,HR,0
45,9.7,44475.0,85.0,42.7,Sales,0
46,12.5,50707.0,35.0,38.3,HR,0
57,21.0,63884.0,57.0,55.5,Marketing,0
42,14.7,47379.0,17.0,29.7,Engineering,1
51,10.7,35073.0,14.0,25.3,Sales,0
45,12.5,44424.0,20.0,40.6,Engineering,0
51,17.1,60292.0,51.0,52.5,Marketing,0
43,13.1,39048.0,50.0,36.7,Marketing,1
49,21.4,70129.0,28.0,53.4,Marketing,0
28,2.4,25000.0,57.0,26.1,HR,0
56,26.7,86817.0,62.0,80.3,HR,1
49,19.3,,64.0,52.2,HR,0
35,8.2,25000.0,70.0,31.7,HR,0
31,6.5,25000.0,41.0,25.4,Sales,0
37,8.2,33362.0,55.0,38.3,Marketing,1
37,5.7,32655.0,45.0,36.3,Sales,0
52,21.0,68112.0,27.0,50.6,HR,0
46,14.8,52928.0,83.0,53.3,Engineering,0
34,8.2,26040.0,27.0,24.4,Sales,0
27,2.5,25000.0,,20.0,Engineering,0
30,6.8,25000.0,81.0,24.9,HR,1
57,22.8,71999.0,55.0,56.0,Sales,1
41,6.7,39360.0,64.0,36.2,Sales,0
39,9.7,33940.0,47.0,26.0,Sales,0
42,15.1,52173.0,87.0,,Engineering,0
25,2.3,25000.0,11.0,20.0,HR,0
54,19.1,58492.0,18.0,41.5,Marketing,0
48,21.8,66724.0,,41.0,Marketing,0
28,2.8,25000.0,28.0,22.0,HR,0
27,2.7,25000.0,80.0,20.0,Sales,0
36,11.7,30080.0,48.0,28.8,Marketing,0
39,14.2,50172.0,51.0,44.0,Sales,0
53,22.1,68395.0,26.0,52.0,HR,0
32,8.2,27476.0,72.0,24.9,Engineering,0
41,6.7,,99.0,41.6,Sales,0
45,18.8,68115.0,55.0,51.2,Engineering,0
36,6.9,27048.0,29.0,20.0,Engineering,1
28,2.4,25000.0,79.0,36.1,HR,0
42,8.9,27645.0,17.0,,HR,0
47,13.8,,28.0,38.7,Engineering,0
35,5.9,25000.0,41.0,20.8,Engineering,0
58,17.7,63060.0,28.0,48.6,Marketing,0
42,7.6,30118.0,33.0,31.4,Marketing,0
39,8.1,25245.0,33.0,26.5,HR,0
26,2.6,25000.0,65.0,43.4,Sales,0
24,1.1,25000.0,90.0,31.1,Engineering,0
44,11.2,34665.0,27.0,29.8,Sales,0
47,18.7,63252.0,21.0,54.1,Engineering,0
58,30.1,91395.0,50.0,78.4,HR,1
45,17.3,57904.0,96.0,48.1,Sales,0
40,9.0,43578.0,57.0,40.4,HR,0
46,17.9,57070.0,91.0,63.7,Engineering,0
42,7.8,35271.0,73.0,52.6,HR,0
33,4.2,25000.0,25.0,25.2,Sales,0
54,16.2,70513.0,89.0,63.0,Marketing,0
25,2.4,25000.0,32.0,20.0,HR,1
28,2.7,25000.0,95.0,46.8,Sales,0
43,7.1,33920.0,48.0,35.9,HR,0
54,12.1,,42.0,32.6,HR,0
38,13.0,46730.0,33.0,36.7,Marketing,0
45,15.6,52200.0,70.0,50.4,Sales,0
55,14.9,58075.0,64.0,54.2,Sales,0
49,17.1,,70.0,44.0,Sales,0
43,12.9,46014.0,93.0,46.2,Engineering,0
38,11.1,41480.0,49.0,29.2,HR,0
55,14.5,53409.0,67.0,54.2,Marketing,0
27,4.1,25000.0,81.0,31.2,Sales,0
27,2.4,25000.0,83.0,35.6,Marketing,0
55,23.6,67100.0,10.0,53.8,Engineering,1
22,0.0,25000.0,94.0,36.6,Engineering,0
31,4.7,25000.0,,22.9,Marketing,0
42,10.2,41888.0,62.0,41.3,Sales,0
26,2.5,,70.0,31.0,Marketing,0
23,0.3,25000.0,55.0,,Sales,0
43,16.3,57557.0,83.0,56.5,Sales,1
23,0.4,25000.0,69.0,27.7,Engineering,0
31,6.4,27083.0,60.0,,Marketing,0
55,25.8,88135.0,82.0,81.3,Engineering,1
37,9.6,36957.0,93.0,36.5,HR,1
43,15.6,52747.0,57.0,54.2,Engineering,0
33,7.7,28914.0,93.0,39.7,Sales,0
45,11.8,37263.0,49.0,36.1,Marketing,0
59,29.1,89374.0,16.0,67.8,HR,1
31,4.3,29919.0,84.0,33.9,HR,0
56,21.9,69674.0,94.0,70.0,HR,1
53,23.2,73120.0,28.0,52.5,HR,0
28,3.2,25000.0,24.0,20.0,Marketing,0
42,9.6,28894.0,79.0,30.1,Sales,0
41,10.9,42651.0,70.0,45.3,HR,0
47,19.8,55656.0,65.0,45.4,Sales,0
25,2.6,25000.0,19.0,28.5,Engineering,0
43,13.2,45788.0,55.0,47.5,Sales,0
36,9.8,38362.0,89.0,50.0,HR,0
42,16.8,49538.0,84.0,50.4,Engineering,0
36,5.0,25000.0,66.0,31.2,Engineering,0
43,9.2,39220.0,44.0,29.0,Engineering,0
49,19.6,61151.0,81.0,61.9,HR,0
35,10.3,40028.0,12.0,31.0,Sales,0
48,21.2,68446.0,75.0,63.5,Marketing,0
49,14.8,49471.0,62.0,53.8,Sales,0
47,8.8,34523.0,87.0,37.4,HR,1
23,0.6,25000.0,61.0,28.2,HR,0
46,10.5,38949.0,62.0,40.0,Engineering,0
24,0.9,25000.0,63.0,24.6,Sales,0
29,5.3,25000.0,56.0,26.9,HR,0
54,11.1,41085.0,12.0,32.3,HR,1
56,27.1,89101.0,74.0,72.6,Marketing,1
27,2.8,25000.0,24.0,28.0,Sales,0
44,14.5,46748.0,93.0,42.2,Engineering,0
46,8.5,25000.0,95.0,41.3,Engineering,0
40,9.0,29302.0,43.0,,Engineering,0
26,1.4,25000.0,59.0,25.6,Sales,0
32,8.8,28899.0,42.0,23.0,HR,0
33,8.6,27789.0,82.0,24.5,HR,0
31,5.2,27215.0,12.0,20.0,Marketing,0
29,3.0,25000.0,11.0,24.1,Marketing,0
45,19.8,59497.0,13.0,42.0,HR,0
49,13.7,49728.0,25.0,44.0,HR,0
57,13.9,46342.0,63.0,40.4,Sales,0
58,23.0,82720.0,42.0,67.1,Marketing,0
42,17.3,,18.0,39.9,Engineering,0
29,2.1,25000.0,66.0,,Engineering,0
30,3.5,25000.0,49.0,25.9,Engineering,0
36,12.1,47159.0,61.0,40.3,Engineering,0
39,6.8,,91.0,27.2,HR,0
41,7.0,25000.0,25.0,20.8,HR,0
27,3.2,25000.0,17.0,20.6,Sales,0
33,9.0,,96.0,42.4,Engineering,0
23,0.6,25000.0,69.0,35.2,HR,0
28,5.4,25000.0,45.0,31.8,HR,0
37,10.6,40121.0,12.0,32.7,HR,0
24,0.7,25000.0,24.0,23.1,Engineering,0
24,1.8,25000.0,91.0,28.7,HR,0
48,14.2,47484.0,32.0,38.8,Marketing,0
59,17.5,54910.0,12.0,42.0,Engineering,0
54,20.3,69909.0,39.0,61.7,Engineering,0
49,13.0,50047.0,54.0,47.6,Marketing,0
22,0.0,25000.0,26.0,28.1,Sales,0
29,2.1,,67.0,24.9,Sales,0
58,20.5,76431.0,67.0,62.7,Engineering,0
53,24.9,79384.0,66.0,68.3,Engineering,1
58,23.2,77385.0,16.0,60.6,Engineering,0
25,2.7,25000.0,48.0,25.5,Marketing,1
51,13.7,43538.0,87.0,46.0,HR,0
27,2.3,25000.0,67.0,33.5,Marketing,0
40,7.1,27733.0,65.0,25.9,HR,0
53,12.4,51010.0,24.0,46.8,HR,0
30,3.8,25792.0,53.0,23.4,Sales,0
33,8.5,31557.0,,20.0,Marketing,0
32,8.4,25000.0,17.0,20.1,Marketing,0
37,13.3,31883.0,89.0,47.5,Engineering,1
22,0.0,25000.0,50.0,29.6,Marketing,0
42,16.6,55351.0,43.0,49.3,HR,0
51,14.4,48396.0,55.0,43.5,HR,0
34,4.4,25000.0,97.0,35.3,Marketing,0
55,27.1,86402.0,38.0,57.5,Sales,0
25,2.0,25000.0,25.0,20.0,Sales,0
49,10.8,40557.0,14.0,30.8,Engineering,0
59,20.6,68973.0,14.0,55.3,Engineering,0
52,14.2,,39.0,43.0,HR,0
48,19.3,62818.0,59.0,56.8,Marketing,0
26,2.3,25000.0,14.0,27.4,HR,0
46,21.4,64710.0,22.0,49.2,HR,0
24,0.7,25000.0,58.0,27.7,Marketing,0
54,16.4,57981.0,98.0,54.2,HR,0
25,1.8,25000.0,59.0,38.6,HR,0
46,14.4,47545.0,23.0,38.9,Sales,0
41,9.3,44593.0,55.0,36.0,Engineering,0
55,24.3,81732.0,99.0,68.4,Sales,1
47,20.6,60815.0,91.0,65.0,Engineering,0
26,3.5,25000.0,93.0,30.1,Engineering,0
56,26.6,86437.0,43.0,75.5,Engineering,1
49,21.9,68930.0,80.0,48.2,Sales,0
50,17.6,55460.0,56.0,55.3,Marketing,1
30,6.4,25000.0,69.0,32.9,HR,0
59,17.8,63319.0,83.0,59.4,Marketing,0
27,2.7,25000.0,88.0,33.4,Marketing,0
40,8.8,39486.0,90.0,53.8,Engineering,0
32,5.8,31004.0,20.0,28.2,Engineering,0
23,0.5,,94.0,31.0,Sales,0
30,7.0,32194.0,59.0,24.7,Sales,0
42,9.8,35042.0,13.0,26.8,HR,0
45,8.3,30678.0,50.0,30.4,Marketing,1
55,20.3,72751.0,68.0,54.5,Marketing,0
43,7.0,38299.0,69.0,39.1,HR,0
24,0.7,25000.0,90.0,31.8,Engineering,0
33,4.7,25000.0,71.0,30.9,Sales,0
49,15.6,58011.0,93.0,60.9,HR,0
51,16.2,57353.0,34.0,52.5,Marketing,0
47,19.5,69867.0,96.0,70.3,HR,0
42,14.9,52016.0,88.0,48.7,HR,0
49,15.0,56225.0,42.0,47.7,Marketing,0
47,12.5,39673.0,28.0,,Marketing,0
54,15.7,54294.0,66.0,42.7,Sales,0
42,15.3,54918.0,24.0,43.4,Sales,0
56,11.3,48670.0,50.0,51.7,Marketing,0
55,10.2,,78.0,46.8,Sales,0
39,13.2,45303.0,89.0,40.0,Sales,0
32,5.9,25000.0,69.0,30.6,Sales,0
44,8.3,33655.0,31.0,22.6,Marketing,1
43,9.3,36385.0,52.0,39.0,Engineering,0
38,13.8,47109.0,41.0,42.2,Engineering,0
26,3.3,25000.0,22.0,20.2,Sales,0
32,7.3,26521.0,47.0,25.4,Engineering,0
51,17.1,57607.0,35.0,44.3,Sales,0
36,8.6,,90.0,34.7,Engineering,0
48,23.0,76063.0,14.0,49.6,Engineering,0
56,29.9,92370.0,58.0,66.2,HR,1
54,13.7,51777.0,14.0,43.0,Sales,0
41,14.9,46973.0,80.0,45.4,Engineering,0
37,6.3,29781.0,57.0,32.1,Engineering,0
55,14.1,47590.0,27.0,38.6,HR,0
23,0.7,25000.0,15.0,21.3,Engineering,1
56,18.5,66192.0,75.0,53.3,HR,0
49,23.2,74486.0,86.0,58.5,Engineering,0
27,1.8,25000.0,51.0,23.9,HR,0
30,4.9,29137.0,61.0,33.6,HR,0
41,16.2,49008.0,20.0,33.0,Marketing,0
22,0.0,25000.0,35.0,21.9,Sales,0
29,2.8,25000.0,30.0,33.3,Marketing,0
44,11.4,31401.0,75.0,26.7,Sales,0
24,1.3,25000.0,49.0,22.7,Engineering,0
25,1.2,25000.0,65.0,39.1,Sales,0
46,21.1,54157.0,60.0,47.9,Marketing,0
59,31.4,85983.0,29.0,59.6,Sales,0
36,5.6,30676.0,90.0,44.3,Marketing,0
42,7.5,29306.0,89.0,37.6,Sales,0
56,11.9,57530.0,66.0,49.8,Engineering,0
35,11.0,32826.0,14.0,25.6,Engineering,0
57,14.6,,23.0,36.0,Sales,1
33,6.0,27603.0,33.0,20.0,Sales,0
38,9.1,36508.0,77.0,39.2,Engineering,0
30,5.3,25000.0,61.0,23.8,Sales,1
56,11.7,42808.0,57.0,40.0,HR,0
34,5.2,25000.0,97.0,37.8,Engineering,0
36,12.0,47684.0,56.0,47.3,Engineering,0
39,14.4,51514.0,,53.8,Marketing,0
54,24.6,74538.0,,64.1,Marketing,0
27,1.6,25000.0,12.0,21.6,HR,0
48,12.9,43186.0,18.0,34.9,Sales,0
44,14.9,44081.0,91.0,49.2,HR,0
48,12.1,45387.0,92.0,46.3,Sales,0
55,27.9,90319.0,33.0,61.7,Marketing,0
59,25.2,80343.0,13.0,,Sales,0
35,4.5,30349.0,18.0,20.0,Marketing,0
57,29.6,,10.0,67.3,Engineering,1
29,6.1,25489.0,44.0,20.0,Engineering,0
56,11.8,49810.0,83.0,43.1,Sales,0
40,11.1,35248.0,21.0,23.3,Marketing,0
51,14.0,48496.0,27.0,43.2,HR,0
35,7.0,34361.0,87.0,43.7,Marketing,0
41,7.7,28654.0,19.0,20.1,Marketing,1
46,15.5,59987.0,83.0,60.2,Marketing,0
45,20.1,69313.0,,56.0,Engineering,0
35,7.8,33758.0,33.0,28.3,Marketing,0
47,8.7,29987.0,10.0,20.0,Sales,0
59,24.9,78390.0,88.0,68.8,Engineering,1
44,11.1,44171.0,81.0,45.2,Engineering,0
43,17.1,50721.0,91.0,45.9,Engineering,0
40,10.1,36300.0,25.0,31.0,Marketing,0
24,0.8,25000.0,94.0,36.9,HR,0
40,7.5,27909.0,24.0,25.6,Marketing,0
30,6.1,25000.0,71.0,32.3,Marketing,1
49,12.4,36696.0,14.0,30.9,HR,0
41,14.4,46367.0,54.0,40.8,Marketing,1
28,2.5,25000.0,61.0,29.9,Sales,0
35,6.4,25000.0,80.0,30.7,HR,0
30,4.6,25000.0,16.0,20.0,Sales,0
40,15.6,49879.0,36.0,47.1,Sales,0
35,11.2,,98.0,32.8,Engineering,0
59,15.7,61139.0,95.0,64.1,Engineering,0
57,18.0,70311.0,22.0,48.2,HR,0
38,6.2,31922.0,26.0,22.7,Marketing,0
51,17.6,55820.0,53.0,49.1,Sales,0
30,4.6,30462.0,22.0,20.0,Marketing,0
54,26.9,88457.0,99.0,74.7,Sales,1
46,20.6,63013.0,82.0,54.2,Engineering,0
35,6.9,25000.0,14.0,20.0,Engineering,0
32,6.0,30205.0,42.0,24.5,Engineering,0
56,28.5,88919.0,13.0,69.9,HR,1
35,10.2,31746.0,35.0,37.1,Sales,0
51,8.8,36559.0,77.0,29.7,Marketing,0
25,1.5,25000.0,25.0,24.4,Sales,0
25,1.7,25000.0,31.0,27.2,Marketing,0
49,11.8,,45.0,44.6,Marketing,1
29,2.9,25000.0,67.0,26.8,Marketing,0
23,0.3,25000.0,64.0,28.2,Sales,0
43,14.4,53023.0,44.0,40.4,Engineering,0
37,6.9,25000.0,34.0,,HR,0
50,9.3,35232.0,81.0,33.6,HR,0
51,12.7,54343.0,90.0,53.7,Engineering,0
33,8.6,31940.0,70.0,27.8,HR,0
56,27.6,78448.0,27.0,56.7,Marketing,0
32,5.9,25435.0,67.0,24.1,HR,0
42,11.0,43374.0,85.0,47.0,Sales,1
42,17.7,59470.0,66.0,49.4,Engineering,0
26,1.7,25000.0,96.0,37.3,Engineering,0
41,8.2,42234.0,72.0,48.0,Engineering,0
58,17.1,52647.0,21.0,47.2,Engineering,0
24,0.8,25000.0,20.0,20.0,Sales,0
54,16.9,67133.0,22.0,45.0,Marketing,0
30,6.8,28958.0,44.0,26.6,Marketing,0
30,5.4,26681.0,36.0,27.3,Marketing,1
25,1.6,25000.0,98.0,28.0,HR,0
56,29.3,91785.0,76.0,,Marketing,1
38,5.3,25000.0,98.0,36.9,HR,0
55,14.1,46100.0,54.0,42.0,Sales,0
45,14.7,54575.0,83.0,54.9,HR,0
53,20.7,63553.0,90.0,,Marketing,1
22,0.0,25000.0,76.0,33.6,Engineering,0
29,3.8,25000.0,31.0,23.8,Sales,0
44,15.2,50484.0,87.0,51.3,Marketing,0
33,7.9,30496.0,51.0,33.9,Marketing,0
33,7.5,27628.0,29.0,20.0,Marketing,0
36,6.9,35115.0,57.0,42.5,Sales,0
40,6.4,25000.0,27.0,20.0,Engineering,0
47,13.9,46526.0,86.0,42.8,Engineering,0
50,10.6,43906.0,79.0,43.9,Engineering,0
43,18.2,53460.0,83.0,55.6,Marketing,0
42,11.7,36689.0,15.0,20.0,HR,0
59,18.1,63639.0,48.0,51.9,Marketing,0
41,14.4,52637.0,20.0,,Engineering,0
50,16.8,61989.0,34.0,53.1,Sales,0
25,1.5,25000.0,64.0,26.0,HR,0
28,4.7,25000.0,93.0,33.8,HR,0
49,22.1,71328.0,67.0,57.9,Marketing,0
49,19.0,65031.0,46.0,50.6,Sales,0
25,1.0,25000.0,25.0,20.0,HR,0
43,13.4,52571.0,79.0,46.4,Engineering,0
33,8.3,25579.0,82.0,35.6,Marketing,0
24,0.8,,46.0,26.5,Marketing,0
43,9.2,41377.0,62.0,42.4,Engineering,0
23,0.8,25000.0,96.0,36.9,Engineering,0
45,7.2,28803.0,25.0,27.7,Engineering,0
55,24.8,,27.0,59.7,HR,0
48,15.2,44579.0,28.0,26.6,Sales,0
22,0.0,25000.0,53.0,23.0,HR,0
29,2.1,25000.0,,20.0,Sales,0
44,17.4,57482.0,67.0,51.6,Marketing,0
59,19.1,69448.0,19.0,46.7,Sales,0
27,3.1,25000.0,85.0,38.2,Engineering,0
43,14.8,47972.0,55.0,52.9,HR,0
46,17.3,70284.0,91.0,,Engineering,1
39,14.9,47223.0,28.0,37.5,Marketing,0
38,9.9,,47.0,37.0,HR,0
33,5.9,25000.0,46.0,20.0,HR,0
27,4.4,25000.0,87.0,34.2,Engineering,0
47,17.1,55397.0,54.0,52.6,HR,0
48,12.5,45256.0,43.0,35.6,Engineering,0
29,2.6,25000.0,11.0,20.0,Sales,0
40,14.5,47110.0,53.0,41.1,Marketing,0
22,0.0,25000.0,92.0,34.8,Engineering,0
50,19.5,61499.0,36.0,43.7,Marketing,1
56,19.8,64284.0,57.0,64.7,HR,0
35,5.5,29614.0,16.0,20.5,Marketing,1
56,22.5,71582.0,36.0,49.2,Marketing,0
41,6.4,30218.0,94.0,38.5,Marketing,0
34,6.6,25000.0,80.0,37.2,HR,0
59,23.2,73477.0,98.0,68.7,Sales,1
29,3.9,25000.0,27.0,24.5,Sales,0
41,14.2,57072.0,42.0,42.1,Sales,0
54,25.5,86827.0,42.0,,Engineering,1
47,19.1,,34.0,52.8,Engineering,0
42,6.5,39606.0,23.0,36.2,HR,1
30,3.3,25000.0,47.0,27.9,Sales,1
45,14.3,48390.0,47.0,45.8,Marketing,1
58,31.0,96763.0,13.0,62.7,Sales,0
38,12.8,50204.0,71.0,45.2,Engineering,0
45,18.5,55348.0,,61.8,HR,0
42,9.6,30736.0,19.0,32.1,Sales,0
34,6.7,28980.0,44.0,22.4,Engineering,0
32,5.8,25000.0,32.0,24.3,Engineering,0
40,7.1,25000.0,98.0,34.1,Marketing,0
32,3.2,25000.0,74.0,28.0,Sales,0
34,10.4,34643.0,91.0,42.7,Marketing,0
22,0.0,25000.0,88.0,40.0,Sales,0
40,8.0,32390.0,34.0,30.7,HR,0
33,3.9,29676.0,62.0,30.6,Sales,0
29,6.0,25000.0,93.0,37.8,Marketing,0
29,4.5,25000.0,26.0,20.1,Marketing,0
33,7.7,25000.0,66.0,31.9,Engineering,0
54,27.1,83794.0,,79.6,Sales,1
47,12.7,47521.0,86.0,38.5,Sales,0
49,18.2,53324.0,98.0,59.1,HR,0
26,1.3,25000.0,29.0,20.0,Engineering,0
29,2.9,25000.0,,29.6,Marketing,0
46,19.2,59068.0,51.0,46.4,Sales,0
48,19.8,63387.0,54.0,47.0,Engineering,0
44,11.2,43904.0,40.0,40.7,HR,0
51,15.3,63734.0,74.0,59.1,Engineering,0
44,13.6,,61.0,37.9,Sales,0
41,5.7,35396.0,89.0,35.1,Sales,0
39,7.6,25000.0,30.0,21.7,HR,0
39,7.2,30442.0,39.0,22.1,HR,0
23,0.5,,12.0,20.0,HR,0
25,2.4,25000.0,79.0,33.0,Marketing,0
51,13.6,52590.0,52.0,40.6,Engineering,0
54,13.3,48377.0,38.0,42.0,Engineering,0
57,21.1,59725.0,12.0,49.7,Engineering,1
39,13.9,38508.0,67.0,38.3,Marketing,0
58,16.0,61010.0,42.0,49.7,Engineering,0
40,6.2,25000.0,84.0,43.6,HR,0
49,13.9,53194.0,54.0,40.3,Engineering,0
41,14.2,48424.0,78.0,,Marketing,0
54,20.2,,41.0,57.5,Marketing,0
33,8.7,31243.0,91.0,,Engineering,0
36,12.3,,93.0,54.5,Marketing,0
23,0.8,,61.0,30.3,Marketing,0
50,18.5,61461.0,73.0,52.7,Engineering,0
31,5.4,25000.0,49.0,31.9,Marketing,0
23,0.3,25000.0,22.0,26.7,Marketing,0
32,8.9,35082.0,99.0,48.7,Engineering,0
34,6.4,27030.0,,36.0,HR,0
31,3.5,25000.0,98.0,32.7,HR,0
35,9.1,29750.0,83.0,37.4,Marketing,0
39,8.0,31389.0,38.0,33.2,Sales,0
30,5.2,25000.0,72.0,36.2,Sales,1
49,17.6,57183.0,93.0,54.6,Engineering,0
24,1.1,25000.0,35.0,25.2,Engineering,0
41,15.2,48141.0,68.0,39.2,HR,0
27,2.3,25000.0,58.0,33.2,Sales,0
48,14.8,42929.0,62.0,37.1,Engineering,0
23,0.6,25000.0,97.0,40.0,Sales,0
50,19.5,66880.0,40.0,46.8,Sales,0
59,28.5,,21.0,,Marketing,1
24,1.1,25000.0,67.0,31.7,Marketing,0
37,10.3,34820.0,45.0,28.3,Sales,0
51,11.3,,19.0,38.6,HR,0
23,0.9,25000.0,,20.0,Engineering,0
38,8.5,25561.0,16.0,24.0,Engineering,0
33,8.1,41438.0,40.0,34.3,HR,0
56,10.6,42465.0,81.0,35.9,Marketing,0
22,0.0,,12.0,20.0,Marketing,0
36,8.3,32406.0,56.0,30.7,HR,0
